7f14099a86f48a15dc165de9ae9983ef,优势,you shi,2.46,3.23
2845e25c8c4e4bc9a46a434464809029,觉得,jue de,2.52,2.90
2845e25c8c4e4bc9a46a434464809029,觉得,jue de,2.90,3.16
a30ae8080c8a10b2e6d27106beafc243,觉得,jue de,8.49,8.93
9a1a4a415cc220a21027c549e1a83ef7,觉得,jue de,5.98,6.22
d77e9234c30f46b4ea08407bd8860c73,四川,si chuan,3.80,4.14
d77e9234c30f46b4ea08407bd8860c73,中午,zhong wu,0.84,1.20
d77e9234c30f46b4ea08407bd8860c73,东部,dong bu,3.34,3.80
d77e9234c30f46b4ea08407bd8860c73,地,de,6.34,6.48
d77e9234c30f46b4ea08407bd8860c73,在,zai,11.28,11.65
d77e9234c30f46b4ea08407bd8860c73,等,deng,6.20,6.34
d77e9234c30f46b4ea08407bd8860c73,中,zhong,3.12,3.34
d77e9234c30f46b4ea08407bd8860c73,湖南,hu nan,12.51,13.10
d77e9234c30f46b4ea08407bd8860c73,江西,jiang xi,13.10,13.58
8766e856297193b4394c9f68b919dbf3,措施,cuo shi,4.32,4.56
043b52032487a41f6d83d8ee285eb41e,过来,guo lai,0.26,0.60
3272442fea2335c8076a0ce59914f0d4,将,jiang,7.92,8.27
043b52032487a41f6d83d8ee285eb41e,多,duo,1.80,2.06
8766e856297193b4394c9f68b919dbf3,企业,qi ye,3.62,3.90
9609a54415983a9227bff32d551817de,然后,ran hou,1.75,2.00
9609a54415983a9227bff32d551817de,然后,ran hou,3.40,3.72
5ca09dc6966884edd4d1fad19f4b63e2,然后,ran hou,3.71,4.17
11b9ce8a73224bd763b9cc49057e0a8f,这种,zhe zhong,0.28,0.60
3272442fea2335c8076a0ce59914f0d4,和,he,10.83,11.05
043b52032487a41f6d83d8ee285eb41e,会,hui,1.24,1.53
018cceb7da1e50942b4ba7bb5be592e2,会,hui,7.02,7.24
8766e856297193b4394c9f68b919dbf3,可以,ke yi,1.50,1.68
8766e856297193b4394c9f68b919dbf3,可以,ke yi,3.22,3.35
ed0d22c4eb170e1b667fe6320a1cebdf,一,yi,12.82,12.86
42337395f7aaea37414da46deb43cd7a,了,le,8.48,8.56
018cceb7da1e50942b4ba7bb5be592e2,最高,zui gao,16.20,16.50
018cceb7da1e50942b4ba7bb5be592e2,西部,xi bu,6.58,7.02
018cceb7da1e50942b4ba7bb5be592e2,可,ke,16.82,16.94
503bbcd4011d087727b40b8d38116144,这,zhe,10.88,10.96
11b9ce8a73224bd763b9cc49057e0a8f,发展,fa zhan,2.98,3.26
3272442fea2335c8076a0ce59914f0d4,城市,cheng shi,9.59,10.12
109946c3d2f43c1ab720a7f1306b5b41,相信,xiang xin,6.84,7.32
370bd5383f1424e5c17466a9cbf4e2be,地,de,0.30,0.41
018cceb7da1e50942b4ba7bb5be592e2,地,de,11.46,11.60
503bbcd4011d087727b40b8d38116144,份,fen,10.96,11.10
8766e856297193b4394c9f68b919dbf3,要求,yao qiu,3.35,3.62
9609a54415983a9227bff32d551817de,部,bu,1.48,1.75
9609a54415983a9227bff32d551817de,部,bu,2.24,2.36
018cceb7da1e50942b4ba7bb5be592e2,气温,qi wen,16.50,16.82
11b9ce8a73224bd763b9cc49057e0a8f,的,de,3.26,3.32
043b52032487a41f6d83d8ee285eb41e,的,de,0.60,0.72
5ca09dc6966884edd4d1fad19f4b63e2,的,de,0.15,0.28
018cceb7da1e50942b4ba7bb5be592e2,的,de,11.17,11.26
503bbcd4011d087727b40b8d38116144,的,de,10.80,10.88
043b52032487a41f6d83d8ee285eb41e,比较,bi jiao,1.53,1.80
9609a54415983a9227bff32d551817de,设备,she bei,4.72,5.02
018cceb7da1e50942b4ba7bb5be592e2,开始,kai shi,2.62,3.10
8766e856297193b4394c9f68b919dbf3,问题,wen ti,2.08,2.48
5ca09dc6966884edd4d1fad19f4b63e2,过,guo,1.52,1.68
9609a54415983a9227bff32d551817de,那个,na ge,0.98,1.18
9609a54415983a9227bff32d551817de,那个,na ge,3.94,4.24
5ca09dc6966884edd4d1fad19f4b63e2,那个,na ge,2.47,2.89
370bd5383f1424e5c17466a9cbf4e2be,那个,na ge,0.66,1.15
370bd5383f1424e5c17466a9cbf4e2be,那个,na ge,1.42,1.85
9609a54415983a9227bff32d551817de,进行,jin xing,5.02,5.30
8766e856297193b4394c9f68b919dbf3,进行,jin xing,4.56,4.78
8766e856297193b4394c9f68b919dbf3,进行,jin xing,8.37,8.58
018cceb7da1e50942b4ba7bb5be592e2,局,ju,11.26,11.46
018cceb7da1e50942b4ba7bb5be592e2,段,duan,2.32,2.49
9609a54415983a9227bff32d551817de,对,dui,3.72,3.94
11b9ce8a73224bd763b9cc49057e0a8f,未来,wei lai,2.38,2.68
8766e856297193b4394c9f68b919dbf3,在,zai,8.20,8.37
370bd5383f1424e5c17466a9cbf4e2be,咱们,zan men,1.15,1.42
11b9ce8a73224bd763b9cc49057e0a8f,是,shi,1.92,2.12
42337395f7aaea37414da46deb43cd7a,也,ye,8.04,8.20
018cceb7da1e50942b4ba7bb5be592e2,东,dong,2.16,2.32
043b52032487a41f6d83d8ee285eb41e,人,ren,1.06,1.24
11b9ce8a73224bd763b9cc49057e0a8f,方向,fang xiang,3.32,3.82
11b9ce8a73224bd763b9cc49057e0a8f,共享,gong xiang,0.60,0.90
42337395f7aaea37414da46deb43cd7a,做出,zuo chu,8.20,8.48
5ca09dc6966884edd4d1fad19f4b63e2,他,ta,1.68,2.06
5ca09dc6966884edd4d1fad19f4b63e2,他,ta,4.17,4.27
8766e856297193b4394c9f68b919dbf3,一些,yi xie,1.94,2.08
11b9ce8a73224bd763b9cc49057e0a8f,认为,ren wei,1.60,1.92
42337395f7aaea37414da46deb43cd7a,表示,biao shi,8.56,8.92
018cceb7da1e50942b4ba7bb5be592e2,向,xiang,3.10,3.38
5ca09dc6966884edd4d1fad19f4b63e2,就,jiu,0.64,0.96
370bd5383f1424e5c17466a9cbf4e2be,从,cong,0.41,0.66
11b9ce8a73224bd763b9cc49057e0a8f,那,na,0.11,0.28
11b9ce8a73224bd763b9cc49057e0a8f,我们,wo men,2.12,2.38
9609a54415983a9227bff32d551817de,我们,wo men,0.24,0.48
8766e856297193b4394c9f68b919dbf3,我们,wo men,7.32,7.61
640e506fc964273a741146e219ffbdba,给,gei,3.78,3.94
11b9ce8a73224bd763b9cc49057e0a8f,我,wo,1.38,1.60
ed0d22c4eb170e1b667fe6320a1cebdf,完成,wan cheng,13.92,14.22
043b52032487a41f6d83d8ee285eb41e,时候,shi hou,0.72,1.06
5ca09dc6966884edd4d1fad19f4b63e2,时候,shi hou,0.28,0.64
8766e856297193b4394c9f68b919dbf3,发现,fa xian,1.68,1.94
3272442fea2335c8076a0ce59914f0d4,技术,ji shu,8.73,9.28
9609a54415983a9227bff32d551817de,这个,zhe ge,5.30,5.56
8766e856297193b4394c9f68b919dbf3,同时,tong shi,2.83,3.12
8766e856297193b4394c9f68b919dbf3,呢,ne,3.12,3.22
8766e856297193b4394c9f68b919dbf3,呢,ne,7.95,8.20
42337395f7aaea37414da46deb43cd7a,呢,ne,7.92,8.04
018cceb7da1e50942b4ba7bb5be592e2,呢,ne,2.49,2.62
018cceb7da1e50942b4ba7bb5be592e2,呢,ne,11.60,11.81
11b9ce8a73224bd763b9cc49057e0a8f,空间,kong jian,0.90,1.38
9609a54415983a9227bff32d551817de,运营,yun ying,1.18,1.48
9609a54415983a9227bff32d551817de,运营,yun ying,2.00,2.24
