7bb47452d9c2e1846a8aafee92d73c4c,批,pi,10.28,10.46
7a80c89ade130a6c125e054dd205d179,和,he,0.34,0.64
886af065331c2893e5bc95c852f22b49,和,he,4.56,4.77
4e1e8d32d6857c3c088a8f3be07163a8,和,he,2.48,2.64
7603787f90396a3d385039efb142bd1d,和,he,3.16,3.30
ae97776d9db797ad0389a8af06802aff,和,he,0.18,0.32
cd30d55bc637e0219d30ec13d6c48a53,和,he,0.22,0.34
277ebc706351cf1fde9917ca0550a632,和,he,0.32,0.58
f2bfa77bdc388dbbf84e42e277e143a8,和,he,11.24,11.44
86ab5b4c4a2d39ae14cf79bdf4ce3585,和,he,12.66,13.00
d00c5000bec14f9a20f778204d2c7b8e,和,he,7.36,7.46
f16ff58e3f1c1d0e283f1ce9346b5e68,和,he,14.31,14.56
cd875aa9cae94967fca5e4cc91b8c764,和,he,6.75,6.86
36a60cf002d33b0e710330c0ea0e049c,和,he,10.78,10.88
b5398b5390dec09afe7b1b64adb89089,和,he,10.08,10.22
b5398b5390dec09afe7b1b64adb89089,和,he,12.80,13.10
bf1d4c21e143f4e055f6e0d2e252d029,和,he,13.81,14.09
1a946977b3483ecb8a62fcf358a5e2f1,和,he,0.28,0.40
1a946977b3483ecb8a62fcf358a5e2f1,和,he,1.98,2.12
acad87ed8cd0163b8d5a412b8b0e2a71,和,he,6.56,6.99
246742ce4f48342dc89125977cc2a213,和,he,4.08,4.28
bbc35fdbd2517bc278a6763890687b84,和,he,8.19,8.35
e8e748c09e6e60abce6554f6b4b1fe0c,和,he,1.14,1.32
1a21a5d2cfb7fdb783b0b723a537157c,和,he,0.74,0.86
8013c0cb175a15d630b4fb607a345dc3,和,he,7.43,7.65
c46d5216f1e5c32fb086190a424ea1ef,和,he,5.20,5.52
d7d3b9fc2468175a3140d630259dae81,和,he,0.56,0.76
2c60a0e507b19056483f18dfdd730ddd,和,he,0.70,0.86
36051aceb0671241e083148afa75dca5,和,he,2.53,2.78
d60cbfc8ead4f4968845bb438cede442,和,he,3.83,3.96
d588087e8e1c1e70930d1743be440317,和,he,3.93,4.18
9b3e77f5e8209d4a3b36b57d29cba536,和,he,2.84,3.09
0653eb727f8432521d6a16f6364ecb16,和,he,0.54,0.70
e914f60fc7902f295f8708a00ffab144,和,he,8.08,8.22
f1e8457c13bee2f92cfa5b78463d3b73,和,he,2.54,3.01
f63f6835dc1d953c6906f49df457ac1b,和,he,0.46,0.93
d95560d8e9a83baf3eeddb36e6345748,和,he,2.41,2.87
7f14099a86f48a15dc165de9ae9983ef,和,he,8.43,8.53
cf514b56342e39ebc8a56b70820e9c47,和,he,2.96,3.14
70895d61627f41b7e6171f1eb20fb640,和,he,7.65,7.91
dc13f11121e94ccd45b141ef1118c5a8,和,he,5.25,5.41
3c3cdff5e5c983f95e5c1e66eebd3dab,和,he,5.44,5.54
05f11b004bfa4bbdcdf3d335009d641e,和,he,2.18,2.36
05f11b004bfa4bbdcdf3d335009d641e,和,he,16.31,16.50
7603787f90396a3d385039efb142bd1d,支持,zhi chi,5.14,6.03
1396cfe4d4849182b83eaaff3c4207e8,支持,zhi chi,11.24,11.48
abccca0f8bce9bfffa5e0fd1e01742e5,支持,zhi chi,12.81,13.28
bf1d4c21e143f4e055f6e0d2e252d029,支持,zhi chi,1.80,2.34
8013c0cb175a15d630b4fb607a345dc3,支持,zhi chi,7.65,8.01
5dbf34315dcb31822b229c4394663645,会,hui,12.18,12.93
3c3d5c20f9f5a1346ffebcab3a96551c,会,hui,1.86,1.98
3668c0f39ba4de8a8f4ed1bdaace29cb,会,hui,2.75,2.88
5487af59be91c10dff6aa6a8a5863061,会,hui,5.14,5.28
5487af59be91c10dff6aa6a8a5863061,会,hui,8.76,8.92
5487af59be91c10dff6aa6a8a5863061,会,hui,12.10,12.28
559159646380c3cd81ede7cd83e27f87,会,hui,7.76,7.88
559159646380c3cd81ede7cd83e27f87,会,hui,16.50,16.64
6d8e119ab96717cf9f484965080267c1,会,hui,3.54,3.66
2a46bd263e1eec12a12c9f41c8e56c54,会,hui,14.34,14.50
28bf938d527626bf01da9ee0cf2b80b1,会,hui,2.69,2.88
b116c8fb8bb38b4408909e34c2ec236f,会,hui,6.59,6.72
a1c24741119e207587417cd186799e0c,会,hui,1.74,1.88
1e08ac46878ce85eb3614d7bba73396c,会,hui,4.26,4.42
1e08ac46878ce85eb3614d7bba73396c,会,hui,7.98,8.14
1f6d1c449bad10b00d2f0ded035e1872,会,hui,2.56,2.68
1f6d1c449bad10b00d2f0ded035e1872,会,hui,3.58,3.82
7bb47452d9c2e1846a8aafee92d73c4c,会,hui,1.16,1.80
996b7556e6fc72f8416c3dd3efb9c8b9,会,hui,0.64,0.87
996b7556e6fc72f8416c3dd3efb9c8b9,会,hui,4.24,4.60
2315b2cc70d5e9893f6414a2a4aa37c9,会,hui,4.41,4.57
b09840f2aa2bfaad74a3e955832a7296,会,hui,10.39,10.53
76fd52b67a97ed2f8eb34f35c9692d84,会,hui,4.00,4.22
0bb75f27d902d5ee86c507521cc8d081,会,hui,2.20,2.33
57d27724eb608e16755e4a517296ea2d,会,hui,3.80,3.98
c51ffc0a510e90e281f8a23854317e92,会,hui,7.22,7.38
cdb8d6ef94392aa9fe474a4cfe7cec57,会,hui,7.52,7.72
cdb8d6ef94392aa9fe474a4cfe7cec57,会,hui,12.28,12.46
1226b612f77dfa6869813be201caba76,会,hui,4.66,4.80
1226b612f77dfa6869813be201caba76,会,hui,8.50,8.64
e80098da7bb128b892d309fbd2007401,会,hui,0.02,0.16
b2a30b80535917e5790a2ae74e75796d,会,hui,5.96,6.09
155624f5ccdc6272c150bf583fd66ea0,会,hui,14.50,14.80
155624f5ccdc6272c150bf583fd66ea0,会,hui,18.28,18.38
e0c35e49e6a2e5da5bb4a0f971e2f44d,会,hui,15.40,15.54
4005187f8c7fec0747f90a6f77abc837,会,hui,14.80,14.94
d3ea276ea5611ec6aa17e82923b9e29a,会,hui,8.08,8.22
d3ea276ea5611ec6aa17e82923b9e29a,会,hui,11.68,11.80
9a1a4a415cc220a21027c549e1a83ef7,会,hui,5.76,5.98
a1c2fdd2a2af56fa2acac5b8296ecdcd,会,hui,10.56,10.71
5e8e6de930e0cb253f7e13edcccb702e,会,hui,8.88,9.04
e346837732e62bfdedc8c80d41186df4,会,hui,8.00,8.14
1bbbda9d4046bd417015eb7d5f2983ee,会,hui,3.33,3.49
1bbbda9d4046bd417015eb7d5f2983ee,会,hui,8.70,8.87
f7d9f0bd78971979068b3bf3c6aee458,会,hui,4.31,4.43
5a7d4f23df1eea82520ecac7392d2001,会,hui,1.01,1.20
1c7c76084a27c1b19cedb8408ad1cbca,可以,ke yi,8.02,8.24
8bb2a88ba3f4c88c365833fc2093a60f,可以,ke yi,1.67,1.79
f945ce1829b08bba8d2228fc9f547ddf,可以,ke yi,4.53,4.73
edb9a8083acb14b35ad246b0eb0abf8b,可以,ke yi,10.24,10.50
1396cfe4d4849182b83eaaff3c4207e8,可以,ke yi,4.22,4.52
ae97776d9db797ad0389a8af06802aff,可以,ke yi,3.65,3.78
ae97776d9db797ad0389a8af06802aff,可以,ke yi,5.30,5.50
f2d5ad90d9b163d0e7786d049507636c,可以,ke yi,7.01,7.29
d00c5000bec14f9a20f778204d2c7b8e,可以,ke yi,1.18,1.38
5b6bd2037e77f81d01d7edc347e2d1c9,可以,ke yi,4.05,4.30
f42a7f5d44569c78045dc658fa7d4ce1,可以,ke yi,11.68,11.86
bbc35fdbd2517bc278a6763890687b84,可以,ke yi,13.15,13.45
8d1510081cb09a294a587ac123f1719f,可以,ke yi,0.12,0.30
d588087e8e1c1e70930d1743be440317,可以,ke yi,0.79,1.10
42709a59805e9bec4d11871de2649cbd,可以,ke yi,2.42,2.62
abb936c7983bb920f576ad3cfad9241b,可以,ke yi,11.55,12.09
9ba8f87067e2d212a60a7267cafa2fdd,可以,ke yi,7.96,8.12
785129585d1c362144ce6b4da93405a0,可以,ke yi,6.39,6.59
e4ff77e4ae0e20461e8ffe4f219ac482,可以,ke yi,4.13,4.64
7b9cd057dd4ec9d3e62c1bbfe3891477,可以,ke yi,0.28,0.44
61804bc84049d3331f55e38f51220b93,可以,ke yi,4.31,4.52
61804bc84049d3331f55e38f51220b93,可以,ke yi,5.97,6.33
2a7c7498b2dc94828ac2d6737d6c0447,她,ta,1.02,1.16
02f557a0e6fda5a57b642d7f3e03b272,她,ta,8.95,9.07
6689f166fec68e394fbcd72ee7524dde,她,ta,4.56,4.88
a20531c5b7c86ef661c446508227c7aa,她,ta,2.92,3.20
bac4837e8eff6a0e6c23e41e5ad48ae0,办法,ban fa,3.89,4.41
000929523f43ef3bcf516c1639b188be,办法,ban fa,6.42,7.41
afe7e416472c15a1ae85bb0e7f1a043d,南方,nan fang,2.64,3.14
56b198d0ed123c5285e5f7e6cc086723,南方,nan fang,2.42,2.99
539c397f936b947dd414c1d99f3c0439,使用,shi yong,0.66,1.14
06254121d487a2bf08d0204c0791ea6b,观众,guan zhong,3.78,4.10
6ce80899cf332884301f090a21fc5dea,片,pian,0.14,0.49
017a3af479cb78225497cf52224deed2,来说,lai shuo,11.60,11.96
cdb8d6ef94392aa9fe474a4cfe7cec57,来说,lai shuo,1.16,1.87
ab9d0d3927685afb84d94acf1db0df29,来说,lai shuo,2.80,3.10
0653eb727f8432521d6a16f6364ecb16,来说,lai shuo,2.44,2.80
bfbcfad13915f02d0648a01b8c2308b0,来说,lai shuo,4.81,5.11
5e9eed6515b2a609191708c92fcf8dd0,来说,lai shuo,2.94,3.20
bf1d4c21e143f4e055f6e0d2e252d029,维护,wei hu,10.18,10.62
d7d3b9fc2468175a3140d630259dae81,维护,wei hu,0.76,1.49
5c9ca8c01ca81b4c06dd58cdcf1dfec3,中华民族,zhong hua min zu,10.96,11.89
7603787f90396a3d385039efb142bd1d,化,hua,2.02,2.54
7603787f90396a3d385039efb142bd1d,化,hua,3.00,3.16
1396cfe4d4849182b83eaaff3c4207e8,化,hua,1.26,1.66
1116fcb8d070f6d3dc0d220bb6de7638,化,hua,2.30,2.76
b09840f2aa2bfaad74a3e955832a7296,化,hua,5.36,5.59
51070bd7370157c7aa2a282a1d478e49,化,hua,3.13,3.29
dd6ac60b95218b193c22d5f6084f3155,对外,dui wai,3.83,4.20
33809797365a1c44fc36a98dbcad2dbd,节目,jie mu,3.58,3.89
1226b612f77dfa6869813be201caba76,不会,bu hui,14.92,15.16
8c498433267a1f6a59670c8f389725a8,不会,bu hui,1.54,1.76
953aef952ee0413d764e20cbef347f45,不会,bu hui,0.48,0.70
bac4837e8eff6a0e6c23e41e5ad48ae0,扶贫,fu pin,12.30,12.56
86ab5b4c4a2d39ae14cf79bdf4ce3585,学,xue,13.52,13.74
3e2367d729b193b4382b11f54f24b85a,清,qing,2.14,2.37
9b9696f1fd76749acdc506e4a95847d0,清,qing,5.20,5.40
1226b612f77dfa6869813be201caba76,强,qiang,11.82,12.03
e346837732e62bfdedc8c80d41186df4,强,qiang,14.72,15.01
9781c28c3120425123fae15a31104ded,原则,yuan ze,3.97,4.46
29ed0c8169fec681cfb7ba6acd5c1597,力,li,7.50,7.74
8666d5dc62338765e45bcbff687943c4,平台,ping tai,12.80,13.44
6ce80899cf332884301f090a21fc5dea,平台,ping tai,7.17,7.90
da2f8be2dc40a09540e794960063b83d,抓,zhua,16.30,16.56
bac4837e8eff6a0e6c23e41e5ad48ae0,抓,zhua,12.04,12.30
7c2f801f3ba144858641f04fddcb8636,天,tian,0.86,1.08
6a9241c2fe3b3e22f9d58d1d57c2fa83,天,tian,0.66,1.01
6a9241c2fe3b3e22f9d58d1d57c2fa83,天,tian,1.38,1.64
17cb12b9364f52a78852be6b661c6a9f,天,tian,0.46,0.82
17cb12b9364f52a78852be6b661c6a9f,天,tian,1.18,1.44
2b98ac45cf418cac25b93a44370d1293,天,tian,0.42,0.64
2b98ac45cf418cac25b93a44370d1293,天,tian,2.20,2.34
fadb85bd740895e95b84e00d4e7b701f,天,tian,14.34,14.50
bd079060b334de20b8765f7d5c8721dc,打造,da zao,3.92,4.26
e914f60fc7902f295f8708a00ffab144,下午,xia wu,0.86,1.06
f3b844db301e1ef21e236c510f6e4739,再,zai,5.72,5.90
db6b367cf5a33fa4e6a1c3991bfcd3d1,再,zai,2.32,2.52
717daf931e5e9368dd592d46c9f13292,再,zai,2.89,3.24
92096578da8262840803ba3eb39962f2,再,zai,0.44,0.62
4186649ef15d07af6bb741384984a089,再,zai,4.22,4.33
f7d9f0bd78971979068b3bf3c6aee458,再,zai,4.43,4.53
559159646380c3cd81ede7cd83e27f87,中部,zhong bu,5.80,6.29
559159646380c3cd81ede7cd83e27f87,中部,zhong bu,14.80,15.12
1f7760551389f7e321671a086167e282,中部,zhong bu,7.40,7.78
1226b612f77dfa6869813be201caba76,中部,zhong bu,6.58,6.94
155624f5ccdc6272c150bf583fd66ea0,中部,zhong bu,7.80,8.16
e914f60fc7902f295f8708a00ffab144,中部,zhong bu,7.72,8.08
34bac23aa6c3d2bdb38817d48e569cfa,一,yi,4.40,4.50
41c44a67d4e18269d09a139b174c0759,一,yi,3.76,3.84
0706a0f3626e8a5b5ff3921c4fe21e23,一,yi,1.76,1.88
c7be8dd4cc058cf2084ae769a7dea9ee,一,yi,2.25,2.42
7c2f801f3ba144858641f04fddcb8636,一,yi,0.74,0.86
3d815fa7a0754c563fa814dc27f13f3a,一,yi,0.85,1.04
1a82dbd4101077682cb723ca4621b44d,一,yi,2.44,2.52
f945ce1829b08bba8d2228fc9f547ddf,一,yi,2.53,2.67
1396cfe4d4849182b83eaaff3c4207e8,一,yi,9.98,10.10
481794a5f80a1f76a220305606c5c8f9,一,yi,16.20,16.26
94d35085b157546eb244908696c3df5a,一,yi,5.06,5.18
8666d5dc62338765e45bcbff687943c4,一,yi,4.72,4.84
8666d5dc62338765e45bcbff687943c4,一,yi,5.18,5.32
1b9c1fb384ca25fe5c4f4c1e7a5ce44e,一,yi,3.24,3.52
29d8b24a2b973ef92d04aaa591069946,一,yi,3.94,3.98
bc6f64d6721525fba3aca5af6dc212a3,一,yi,11.59,11.71
bc6f64d6721525fba3aca5af6dc212a3,一,yi,15.03,15.09
78567962bfa875ab44dad6da5c44e299,一,yi,0.83,1.06
5487af59be91c10dff6aa6a8a5863061,一,yi,11.44,11.50
bfb944608b6f82730db0025b1b9276ed,一,yi,5.20,5.42
ac32d83d18a291e7b99c21aa98bb7c77,一,yi,4.22,4.48
46e1b41256aeac784dd0554a4c65b435,一,yi,0.16,0.28
f2fe3c21de7cd3fcedc7c3cf94feb11a,一,yi,13.56,13.83
166c977bd3a2680ade9e64ed4b471a7c,一,yi,2.50,2.58
56fec0edbdbd0e06ce0f0f376367fdab,一,yi,14.26,14.32
1b371fa384837ee3912a9bb4ef93428a,一,yi,0.62,0.69
41c5faa24ce4617332a21b83ab43ce09,一,yi,5.09,5.16
017a3af479cb78225497cf52224deed2,一,yi,9.66,9.75
bbc35fdbd2517bc278a6763890687b84,一,yi,14.21,14.31
a3df3a49b5e9a2a9d39d4210e028920e,一,yi,0.96,1.02
572ada72cb347a6d4e95fd832ba182f2,一,yi,0.10,0.18
572ada72cb347a6d4e95fd832ba182f2,一,yi,1.81,2.00
544f85979562b5d854c9e4b919dfdfe0,一,yi,3.14,3.28
54af87d7f3038a52e833f8523de721b7,一,yi,3.68,3.76
7bb47452d9c2e1846a8aafee92d73c4c,一,yi,5.14,5.26
8d1510081cb09a294a587ac123f1719f,一,yi,4.10,4.20
8d1510081cb09a294a587ac123f1719f,一,yi,4.90,4.98
8d1510081cb09a294a587ac123f1719f,一,yi,5.54,5.58
996b7556e6fc72f8416c3dd3efb9c8b9,一,yi,1.64,1.70
9a7bb4d893ccdd96441718fd26d1fca4,一,yi,0.16,0.26
0bb75f27d902d5ee86c507521cc8d081,一,yi,5.26,5.32
caab95c42838ed2cc10bd22943997c10,一,yi,2.70,2.96
0cb85ef8d996ba7e94a24f649f57bb3b,一,yi,0.20,0.32
6448b8762329a9bc6da7368621617afb,一,yi,2.50,2.71
6448b8762329a9bc6da7368621617afb,一,yi,10.53,10.65
883ac811a2e2c9abbeb9b5c3dd0e03ef,一,yi,5.00,5.10
2b98ac45cf418cac25b93a44370d1293,一,yi,0.34,0.42
987206a39e9ac804d3ae09d4fc82dc3b,一,yi,1.08,1.16
987206a39e9ac804d3ae09d4fc82dc3b,一,yi,2.32,2.42
1226b612f77dfa6869813be201caba76,一,yi,16.68,16.73
b2a30b80535917e5790a2ae74e75796d,一,yi,14.20,14.28
3385b35c0ff08136cfa26272dd2d7f1a,一,yi,10.32,10.43
e571654bacf132c84c4904716ba2dbee,一,yi,2.14,2.20
f45e18cbf8d6c4c7b262154565c53510,一,yi,3.01,3.16
e0c35e49e6a2e5da5bb4a0f971e2f44d,一,yi,3.34,3.40
4005187f8c7fec0747f90a6f77abc837,一,yi,4.40,4.46
42709a59805e9bec4d11871de2649cbd,一,yi,5.44,5.52
d3ea276ea5611ec6aa17e82923b9e29a,一,yi,17.40,17.46
95f7baf5e3284e224d1dcd297e5f25b8,一,yi,0.68,0.76
785129585d1c362144ce6b4da93405a0,一,yi,3.73,3.83
e4ff77e4ae0e20461e8ffe4f219ac482,一,yi,0.24,0.40
77e947472d75e6c5ec8358ebba2b90ef,一,yi,3.85,3.96
66c81a224bfff87cc39c2a7eea1e9613,一,yi,0.90,0.94
5e9eed6515b2a609191708c92fcf8dd0,一,yi,6.28,6.40
05f11b004bfa4bbdcdf3d335009d641e,一,yi,14.82,15.08
05f11b004bfa4bbdcdf3d335009d641e,一,yi,15.24,15.28
b61a45b62385b524ae481261fb3874c4,一,yi,0.62,0.74
886af065331c2893e5bc95c852f22b49,政策,zheng ce,3.88,4.56
24a40f8811b9ab41db9712af6c686feb,政策,zheng ce,12.68,13.28
fb90da78ef10522d3ec5171eff0e7698,政策,zheng ce,4.12,4.46
c46d5216f1e5c32fb086190a424ea1ef,政策,zheng ce,3.80,4.24
2a1c309fdfbdd403362cf02163bffdfc,政策,zheng ce,12.06,12.55
7fbfc8589747318755bff010a8efceda,政策,zheng ce,7.10,7.48
db0470ba488c0bdfd8901c32b6eb196b,政策,zheng ce,1.46,1.77
d6048da2745e9208fc8763f521b52380,对于,dui yu,4.80,5.07
cdb8d6ef94392aa9fe474a4cfe7cec57,对于,dui yu,0.64,0.88
e571654bacf132c84c4904716ba2dbee,对于,dui yu,5.30,6.02
bfbcfad13915f02d0648a01b8c2308b0,对于,dui yu,4.21,4.45
94886ea72a0fd79e56f76c23bfa1e5a1,对于,dui yu,11.26,11.52
65db8d395ebfa41112c7fb4ea7f65fbd,世纪,shi ji,2.38,2.89
1a82dbd4101077682cb723ca4621b44d,往,wang,0.62,0.74
396f4a661cbaf2ca6c89cb8ca182409d,往,wang,7.00,7.16
7a80c89ade130a6c125e054dd205d179,相关,xiang guan,8.94,9.32
24a40f8811b9ab41db9712af6c686feb,相关,xiang guan,8.24,8.70
42709a59805e9bec4d11871de2649cbd,相关,xiang guan,15.10,15.38
7a80c89ade130a6c125e054dd205d179,改革,gai ge,7.84,8.34
cb0f0c5f563146770ca57e1f3a0b8576,改革,gai ge,0.76,1.18
1a21a5d2cfb7fdb783b0b723a537157c,改革,gai ge,0.38,0.74
03add6920f04aa89898341a5be3edd40,必须,bi xu,0.44,0.86
213443c0e19167009c14340b62b7f70f,必须,bi xu,0.03,0.36
70895d61627f41b7e6171f1eb20fb640,基础,ji chu,10.15,10.65
dc13f11121e94ccd45b141ef1118c5a8,基础,ji chu,2.20,2.44
7fd5c473db171ab0192612002b1be206,点,dian,1.39,2.15
ceb2f5c098265559e1e6667c28694e68,点,dian,1.56,1.75
c02aebcf1d84ab305cf60e2c15d7c062,点,dian,12.58,12.84
972037da251ef5cae5997a94934059e8,点,dian,2.62,2.84
98eeaa0b00ae19e540e408ba91d07ce7,点,dian,4.34,5.03
795feb3c51e824684ccc02348da5fe0d,点,dian,0.48,0.62
2a46bd263e1eec12a12c9f41c8e56c54,暴雨,bao yu,15.22,15.53
1e08ac46878ce85eb3614d7bba73396c,暴雨,bao yu,5.16,5.49
c51ffc0a510e90e281f8a23854317e92,暴雨,bao yu,9.48,9.68
e0c35e49e6a2e5da5bb4a0f971e2f44d,暴雨,bao yu,4.88,5.41
4005187f8c7fec0747f90a6f77abc837,暴雨,bao yu,7.56,8.17
a1c2fdd2a2af56fa2acac5b8296ecdcd,暴雨,bao yu,5.44,5.74
559159646380c3cd81ede7cd83e27f87,贵州,gui zhou,14.34,14.70
2a46bd263e1eec12a12c9f41c8e56c54,贵州,gui zhou,11.32,11.74
4005187f8c7fec0747f90a6f77abc837,贵州,gui zhou,2.78,3.06
57e238eb63a7c8789956c5c637cd3693,利,li,15.69,15.85
8e8faeb267381f757a6a849c4216f889,通过,tong guo,0.82,1.28
1a82dbd4101077682cb723ca4621b44d,通过,tong guo,2.06,2.28
bac4837e8eff6a0e6c23e41e5ad48ae0,通过,tong guo,7.42,7.70
f2bfa77bdc388dbbf84e42e277e143a8,通过,tong guo,10.52,10.79
26b9cc70c3d8326cb4f42dd773bae9ba,通过,tong guo,0.01,1.01
5b6bd2037e77f81d01d7edc347e2d1c9,通过,tong guo,2.37,2.80
14e0ca23844f5901eeb944c28fefed2c,通过,tong guo,0.16,0.52
3afcd4b652180adfa4077399cfb8f814,通过,tong guo,2.62,2.84
cde4973dfa76b3bf6078f9ac4b1cd97f,通过,tong guo,4.50,4.85
4e1e8d32d6857c3c088a8f3be07163a8,根据,gen ju,1.14,1.52
783c04aa93456b89e12db954d964df05,根据,gen ju,8.23,8.51
0b98b360442964d2827cf3f4e7068243,根据,gen ju,0.58,1.34
80d41bf061b55cdbd477e75faebe46e4,总书记,zong shu ji,0.04,0.52
1c4993c027fd980788a85796b2be45c8,总书记,zong shu ji,0.07,0.72
b3376ec6f625b1aa02d29387c6f77fdf,总书记,zong shu ji,0.36,0.82
1e6c6a31a38c5114159fe4b058289252,总书记,zong shu ji,3.96,4.95
afe7e416472c15a1ae85bb0e7f1a043d,中午,zhong wu,1.33,1.64
3c754bf4b21d00c173cf0e075eeb3395,中午,zhong wu,10.40,10.66
fadb85bd740895e95b84e00d4e7b701f,中午,zhong wu,1.30,1.54
e0c35e49e6a2e5da5bb4a0f971e2f44d,中午,zhong wu,1.52,1.88
e914f60fc7902f295f8708a00ffab144,中午,zhong wu,1.50,1.82
29401d5e77e15766c5e1f0f5722c4a05,昨天,zuo tian,4.12,4.60
89e669192ce7aa8c3bb2c4e97da94f74,综合,zong he,6.02,6.46
b5398b5390dec09afe7b1b64adb89089,坚决,jian jue,7.12,7.62
a9c432c5436a1687ae0e0883cdd12877,不,bu,0.27,0.34
edb9a8083acb14b35ad246b0eb0abf8b,不,bu,0.96,1.12
f5e56c0bb70973fd64c07867b63a88d9,不,bu,4.53,4.65
821e8b8cc45c06b3ef72491e81afd438,不,bu,3.33,3.46
7d70fb500aa7cc77cd3a32daaff851dc,不,bu,0.56,0.64
4128f9e51260b4808810077c115d115e,不,bu,0.64,0.84
5a456093c3fec8f416b58aa473c31e93,不,bu,0.48,0.68
86ab5b4c4a2d39ae14cf79bdf4ce3585,不,bu,13.74,13.86
46e1b41256aeac784dd0554a4c65b435,不,bu,4.20,4.30
217b2684eeba677dd5c58419fa4cf4a7,不,bu,0.62,0.76
fc7e1eeffc450aa6febf0801c843eb64,不,bu,2.44,2.54
cf3e408efd05ea9b10e2e3286a79cd1c,不,bu,2.94,3.07
2845e25c8c4e4bc9a46a434464809029,不,bu,3.39,3.50
b227d5f50a7551ef2d1c8adb32c4a0c5,不,bu,2.68,2.78
4e18492cfcdbc4cf6501c8812142d8ca,不,bu,2.77,2.92
92b798744beb7102755da6e525c8cb20,不,bu,4.26,4.32
1f7760551389f7e321671a086167e282,不,bu,1.56,1.66
996b7556e6fc72f8416c3dd3efb9c8b9,不,bu,0.19,0.38
996b7556e6fc72f8416c3dd3efb9c8b9,不,bu,2.06,2.68
996b7556e6fc72f8416c3dd3efb9c8b9,不,bu,3.90,4.08
e8e748c09e6e60abce6554f6b4b1fe0c,不,bu,2.14,2.30
d6e90c8ca358ecb4c59839f8a5444cfb,不,bu,0.84,0.98
2608dda91ef8f1073f7f635feee45519,不,bu,7.74,7.86
2576c1fe2c38681d12a97305bda92d13,不,bu,7.88,8.04
34356d20a439763617b59276f9cd6574,不,bu,4.98,5.10
2848d4a8d2414745bbc05dd7ef93de29,不,bu,2.80,2.92
ab010a03ea7e548831686ce0c2af6e51,不,bu,5.68,5.84
d49769447b4dc54053758eb42efd0f5c,不,bu,1.76,1.88
d49769447b4dc54053758eb42efd0f5c,不,bu,3.14,3.26
98eeaa0b00ae19e540e408ba91d07ce7,不,bu,4.04,4.14
02f557a0e6fda5a57b642d7f3e03b272,不,bu,9.99,10.09
0bc7dc936312395b39f4729ad20e2b71,不,bu,0.50,0.62
489e2384e4e078d6f838302d69bae2e2,不,bu,1.04,1.11
489e2384e4e078d6f838302d69bae2e2,不,bu,7.20,7.30
489e2384e4e078d6f838302d69bae2e2,不,bu,13.78,13.98
8c498433267a1f6a59670c8f389725a8,不,bu,0.03,0.20
e4abb9dae356f84e493872574f9c6d2a,不,bu,1.38,1.58
e4abb9dae356f84e493872574f9c6d2a,不,bu,3.86,4.04
ab9d0d3927685afb84d94acf1db0df29,不,bu,0.84,0.96
e2ae2fdcd170c24549440e5c4506f3df,不,bu,1.40,1.52
51d0f2cf3b754c4602e9beb5f74cb023,不,bu,2.20,2.34
4d0aab7d8d285132d26aa79c3774d4cb,不,bu,1.25,1.42
4d0aab7d8d285132d26aa79c3774d4cb,不,bu,4.03,4.15
b45a4cc1876bc477a13a2a80886d208a,不,bu,7.00,7.14
d9eaf2d25a6057a58d049183c8084a6f,不,bu,0.70,0.82
d9eaf2d25a6057a58d049183c8084a6f,不,bu,4.51,4.99
0c1e9843106dea6cd9a349cacec1c9b9,不,bu,3.22,3.42
5a7d4f23df1eea82520ecac7392d2001,不,bu,5.16,5.24
efb75ad0f357652ee624dc36e09f57bc,不,bu,25.37,25.45
deada4b7b3cec3bae3046cea89e5f69e,不,bu,8.31,8.45
a9c432c5436a1687ae0e0883cdd12877,所以,suo yi,1.66,1.93
3c3d5c20f9f5a1346ffebcab3a96551c,所以,suo yi,3.77,4.10
12b01cbda3530baf0d86950e3487f156,所以,suo yi,11.88,12.46
abccca0f8bce9bfffa5e0fd1e01742e5,所以,suo yi,7.15,7.46
eea4b87d5aa3bd055fa5c66706daf207,所以,suo yi,1.63,2.00
57e238eb63a7c8789956c5c637cd3693,所以,suo yi,2.81,3.14
57e238eb63a7c8789956c5c637cd3693,所以,suo yi,8.19,8.56
ecfb1154bd62d1f6ab2aacca65d5ade2,所以,suo yi,4.83,5.16
fc038790f7fa159c1968ae337954c840,所以,suo yi,1.72,2.48
87aa22ee28fd93d383d611d6abee03c6,所以,suo yi,3.56,3.76
0cb85ef8d996ba7e94a24f649f57bb3b,所以,suo yi,3.46,3.80
6448b8762329a9bc6da7368621617afb,所以,suo yi,12.45,12.90
987206a39e9ac804d3ae09d4fc82dc3b,所以,suo yi,4.00,4.32
e571654bacf132c84c4904716ba2dbee,所以,suo yi,1.57,1.82
b48fb381a7546f3db4302daa7731a02a,所以,suo yi,0.11,0.48
a115b0a72944c10cfd04f525725fcb6b,所以,suo yi,7.42,8.14
f3b844db301e1ef21e236c510f6e4739,好,hao,5.90,6.04
7c2f801f3ba144858641f04fddcb8636,好,hao,1.38,1.44
cd30d55bc637e0219d30ec13d6c48a53,好,hao,1.66,1.78
f8f9af5e17a96bbd88252656ec8a65e5,好,hao,1.34,1.54
3be043fc4dc4cf9ab6f4a776e7cb1d36,好,hao,1.83,2.03
